id,origin_depot_id,destination_depot_id,distance_km,road_distance_km,fee,created_at,updated_at
4d769a42-10a8-4526-aa5e-daad7db08b57,f462ddec-0f01-46ff-ab43-5b20ef20355b,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,1107.37,1661.06,5383180,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
4d8893b2-6268-4f7e-864d-879b5702e234,a2dbd7dc-34da-4bf1-bb57-b7bcd3b014da,80071d9e-fa85-41ab-9531-f34391e84bec,25.23,37.85,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
4dc46a8b-8a3b-4dea-9b40-481591895f50,366ff3a9-430e-4055-af48-9d674e4aaf15,8abc701d-83db-485c-bb90-eea9da904eba,1102.35,1653.53,5360590,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
4fcc46e3-c5c4-46a0-a82c-98957dd72e0a,14a5a813-5a82-42e7-bf9c-6531d9079476,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,151.31,226.97,1080910,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5048ec27-2228-4dae-9fc9-366e4e7f006c,1bf4bb87-9e44-4beb-b337-1f45a58fd731,8a67c9a8-4639-4533-b32c-3528929df464,548.10,822.15,2866450,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
507a456f-aa3f-4982-89e4-545894812ac8,9a0fe470-d3ae-4a51-ae3b-217db367b329,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,8.05,12.08,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
50b8a93d-47dc-41ec-aba4-a1d603ce9c26,2028d662-e7e4-4c3c-94ee-4c0648b71f1c,8abc701d-83db-485c-bb90-eea9da904eba,151.91,227.86,1083580,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
51d8675b-6331-4f47-aa7c-a7a7894c24c3,43bd4be6-9cce-48a9-a3cc-09f8ee7596c2,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,1205.97,1808.95,5826850,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5227f251-707a-4edf-a737-7dab8df76e3c,cd61344a-92b2-40dc-bc3a-9dcfcaab94ee,18e98815-c7e1-4394-bfd1-3132a227ec0b,1198.57,1797.85,5793550,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
527d82d3-9161-4dce-bea6-f2eec4341a46,814cde2d-95b2-41fc-8ed0-271ba2170968,8abc701d-83db-485c-bb90-eea9da904eba,6.90,10.35,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
52fe14eb-52b9-4f03-baac-3923457167a9,79531671-cb34-42f7-8c43-e544bfe2e4bf,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,597.86,896.80,3090400,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
533f0415-435b-43d6-90bd-29c89779d149,79531671-cb34-42f7-8c43-e544bfe2e4bf,8abc701d-83db-485c-bb90-eea9da904eba,593.84,890.76,3072280,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5488e1cf-83b6-400d-8b10-0f8057888a92,79531671-cb34-42f7-8c43-e544bfe2e4bf,24521324-b93c-4354-911f-b7ef3b2c257c,1.66,2.49,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5894ff3a-cb0a-4446-8e7f-70fbdaf87996,e231c92f-f237-40ba-8b35-9040bb3f6e23,7d42d186-c243-47ef-bdd3-09e3212b6b17,11.08,16.62,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
591b52c5-fd6d-42e3-b904-55cc0536b259,2028d662-e7e4-4c3c-94ee-4c0648b71f1c,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,148.79,223.18,1069540,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
59ded24e-44ef-4b4a-bcd7-1439817ff191,c9c7790f-b3dd-432c-aee7-3b3413a0de35,18e98815-c7e1-4394-bfd1-3132a227ec0b,9.52,14.29,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
59e80687-cd7f-40db-99d7-b2a1e5d07daf,6d2f28b0-ffba-42b5-a905-22f9358a8a5b,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,94.71,142.06,768240,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5a50f66b-2885-4fbb-a66c-3ab11441a30e,1bf4bb87-9e44-4beb-b337-1f45a58fd731,8abc701d-83db-485c-bb90-eea9da904eba,1102.71,1654.07,5362210,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5a6c412c-7ff7-4883-802f-6c81c7bbebda,43bd4be6-9cce-48a9-a3cc-09f8ee7596c2,7d42d186-c243-47ef-bdd3-09e3212b6b17,144.61,216.91,1050730,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5b0085fb-daa0-44ca-bb93-56e70780c620,14a5a813-5a82-42e7-bf9c-6531d9079476,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,1171.67,1757.51,5672530,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5b1d4ada-43d0-4524-a6ea-64667bbbf741,d0122a69-7fdb-4d0b-962d-b33cff0c7ea1,18e98815-c7e1-4394-bfd1-3132a227ec0b,1054.73,1582.10,5146300,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5b84f784-a73d-4094-9a98-1a903760e700,3018212c-4657-445f-8226-9f11513c4879,8abc701d-83db-485c-bb90-eea9da904eba,598.49,897.74,3093220,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5c7db81d-c028-4597-8b56-1014d5bd5d5a,6d2f28b0-ffba-42b5-a905-22f9358a8a5b,553b1a53-5023-4a15-8d09-4787980a75ca,544.34,816.51,2849530,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5d0f5d23-3ae3-4805-9c31-24a6dc7dd445,c617e8c8-7afe-4d28-a5ca-1379d9501be5,b3c0323f-abba-423d-ad11-b6d9474080db,89.72,134.58,738320,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5ddb2461-1930-4fcd-b4c4-896a6e6fb8fa,cd61344a-92b2-40dc-bc3a-9dcfcaab94ee,553b1a53-5023-4a15-8d09-4787980a75ca,597.55,896.32,3088960,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5e569216-d4a9-4cc1-8477-b6fdfdce7778,e0228558-58ba-4d45-a257-b7b4d171f06e,b3c0323f-abba-423d-ad11-b6d9474080db,3.22,4.83,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5f3a7b5b-0bd9-40cd-a698-e8d508233697,cd61344a-92b2-40dc-bc3a-9dcfcaab94ee,6c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c2,141.84,212.75,1038250,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
5fd65e1d-7f3a-4cca-ab8b-0cf2fd9e1385,43bd4be6-9cce-48a9-a3cc-09f8ee7596c2,6c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c2,1205.97,1808.95,5826850,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
601dfecd-75d8-418b-98ac-5d1e6e4315a7,4fc4a6ab-d018-482d-bfe4-275a66531e86,80071d9e-fa85-41ab-9531-f34391e84bec,4.72,7.08,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
607982f8-c034-430e-8bd9-0bdd19986eef,e0228558-58ba-4d45-a257-b7b4d171f06e,24521324-b93c-4354-911f-b7ef3b2c257c,549.32,823.99,2871970,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
60dbdcad-380e-4217-9e1d-1ef65f8a56c8,d2903cf6-dbdf-4a75-8ce7-93e3b0092e49,8a67c9a8-4639-4533-b32c-3528929df464,600.35,900.53,3101590,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6110ee0e-b614-4ebf-b37e-e378eea369b0,e0228558-58ba-4d45-a257-b7b4d171f06e,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,3.91,5.87,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
611617c3-d18a-49f9-a528-ab3fb0e52f49,79531671-cb34-42f7-8c43-e544bfe2e4bf,61f2a716-e5ed-41de-ab08-6e01637c5b51,597.20,895.80,3087400,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6142d139-bf5a-4fb3-af03-7565d2167295,d4d45641-60ba-468d-ac8f-d7012e5a9cdf,553b1a53-5023-4a15-8d09-4787980a75ca,616.68,925.02,3175060,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
61ba701a-31bf-4039-999e-1cc1ada29e76,7c69d43b-f991-45bc-8f71-c28076888f37,24521324-b93c-4354-911f-b7ef3b2c257c,602.58,903.88,3111640,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
634aac8c-80ae-422e-9ad6-5a27fcc0666f,d4d45641-60ba-468d-ac8f-d7012e5a9cdf,6c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c2,1120.43,1680.64,5441920,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
639a437c-7f84-4dc4-8474-8e08dadc4e12,2b7bd9fc-f236-48cb-8667-ad62c2eb4a01,eae42269-bdb6-44ae-a5b9-41117e26abcd,19.22,28.83,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
65347917-028a-4980-b0da-8ebb96706b6c,c1ba1ff2-3eaf-48f4-82f1-41e3a68d55a1,80071d9e-fa85-41ab-9531-f34391e84bec,15.95,23.93,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
65870221-9088-43dc-bc2a-b7ebab0d516d,7c69d43b-f991-45bc-8f71-c28076888f37,eae42269-bdb6-44ae-a5b9-41117e26abcd,1150.39,1725.59,5576770,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6695ab90-6d46-433e-8e9b-205006f817dc,4fc4a6ab-d018-482d-bfe4-275a66531e86,8a67c9a8-4639-4533-b32c-3528929df464,602.40,903.60,3110800,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
678c4845-6fa5-480a-a65e-ead75aa8f948,968c5794-75e4-4ba4-9939-a234dde8d84d,b3c0323f-abba-423d-ad11-b6d9474080db,13.53,20.30,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
67c44377-ae4a-4aa9-bf4e-6538780e7709,8f1c804e-0382-4f7f-8229-dda365aba5a2,eae42269-bdb6-44ae-a5b9-41117e26abcd,35.15,52.73,363650,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
67f5bfe0-3bea-457b-bf4d-3ee5b013d203,e231c92f-f237-40ba-8b35-9040bb3f6e23,8abc701d-83db-485c-bb90-eea9da904eba,11.55,17.33,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6914d843-f3fa-4c66-80d2-4fa4647eb622,4fc4a6ab-d018-482d-bfe4-275a66531e86,8abc701d-83db-485c-bb90-eea9da904eba,3.90,5.84,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6ac15ea9-d885-4499-8a0c-c3576c1859d0,cd61344a-92b2-40dc-bc3a-9dcfcaab94ee,7d42d186-c243-47ef-bdd3-09e3212b6b17,1189.31,1783.96,5751880,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6ad517ef-f810-4208-815a-b54c74ca9548,d2903cf6-dbdf-4a75-8ce7-93e3b0092e49,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,1139.98,1709.97,5529910,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6c4be96e-a0dd-49ce-a865-b0ece98aa943,2028d662-e7e4-4c3c-94ee-4c0648b71f1c,eae42269-bdb6-44ae-a5b9-41117e26abcd,135.55,203.33,1009990,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6c7decc9-374f-447d-8a06-375da792b31e,288f81f9-3b22-4e9c-be2b-2dc52d0f3b29,553b1a53-5023-4a15-8d09-4787980a75ca,603.10,904.65,3113950,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6c828fa5-4f53-40b3-9c1f-080bc7bae747,c617e8c8-7afe-4d28-a5ca-1379d9501be5,8abc701d-83db-485c-bb90-eea9da904eba,1126.79,1690.19,5470570,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6d019eaa-ab44-4da9-9004-05a2515cd4a5,8f1c804e-0382-4f7f-8229-dda365aba5a2,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,1142.27,1713.40,5540200,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6d58aaf8-457f-4256-81aa-300504240abd,d4d45641-60ba-468d-ac8f-d7012e5a9cdf,7d42d186-c243-47ef-bdd3-09e3212b6b17,10.48,15.72,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6ec62c8e-6d42-4438-bcce-1458ec193af1,4fc4a6ab-d018-482d-bfe4-275a66531e86,eae42269-bdb6-44ae-a5b9-41117e26abcd,19.95,29.92,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6ee0b617-6afb-4bff-a653-734889a56259,2028d662-e7e4-4c3c-94ee-4c0648b71f1c,b3c0323f-abba-423d-ad11-b6d9474080db,1217.27,1825.91,5877730,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
6f12ad01-b0b5-4d98-8394-40ab20752eb3,a2dbd7dc-34da-4bf1-bb57-b7bcd3b014da,8abc701d-83db-485c-bb90-eea9da904eba,31.76,47.64,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7014e452-c914-4a0a-8a44-769bba43e194,f462ddec-0f01-46ff-ab43-5b20ef20355b,eae42269-bdb6-44ae-a5b9-41117e26abcd,1126.59,1689.88,5469640,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
71379424-c6b1-45cc-8add-152264c58f67,6553f989-77e9-4459-a327-a8f21d0c52b3,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,1078.97,1618.45,5255350,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7251f6c4-7b85-4276-b7b6-e94c2fbda1d0,c9c7790f-b3dd-432c-aee7-3b3413a0de35,8abc701d-83db-485c-bb90-eea9da904eba,8.90,13.35,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
725fa43f-1dac-4066-9d0d-7c297abec43e,c617e8c8-7afe-4d28-a5ca-1379d9501be5,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,1130.87,1696.30,5488900,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
73cc387b-d4d6-419f-b684-2b746f816c07,9a0fe470-d3ae-4a51-ae3b-217db367b329,18e98815-c7e1-4394-bfd1-3132a227ec0b,6.38,9.57,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7522040d-9919-4109-ade8-010ca0b64d03,2b7bd9fc-f236-48cb-8667-ad62c2eb4a01,61f2a716-e5ed-41de-ab08-6e01637c5b51,0.85,1.28,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
755adf82-015e-4ca5-823e-91df5e409df5,2028d662-e7e4-4c3c-94ee-4c0648b71f1c,24521324-b93c-4354-911f-b7ef3b2c257c,732.05,1098.07,3694210,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
75ae15fd-8b27-4871-a937-4f4e1b2ea989,a2dbd7dc-34da-4bf1-bb57-b7bcd3b014da,18e98815-c7e1-4394-bfd1-3132a227ec0b,15.24,22.86,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
765cb80f-6cbe-4d0d-bb97-f6a5c40fcb1f,9a0fe470-d3ae-4a51-ae3b-217db367b329,24521324-b93c-4354-911f-b7ef3b2c257c,605.75,908.63,3125890,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
770b735a-af95-4dc3-8d1a-055588115b05,f462ddec-0f01-46ff-ab43-5b20ef20355b,7d42d186-c243-47ef-bdd3-09e3212b6b17,1112.69,1669.03,5407090,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
77ca304b-eba1-4171-82f5-788f52c36843,c617e8c8-7afe-4d28-a5ca-1379d9501be5,8a67c9a8-4639-4533-b32c-3528929df464,597.36,896.03,3088090,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
78507280-3fdb-4874-9289-2358cc5962d6,814cde2d-95b2-41fc-8ed0-271ba2170968,8a67c9a8-4639-4533-b32c-3528929df464,604.83,907.24,3121720,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
79e302d9-b471-4b90-8ff8-cf3dc83bfbde,43bd4be6-9cce-48a9-a3cc-09f8ee7596c2,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,143.45,215.17,1045510,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7b1abb18-effe-4fad-80e4-723042edb31c,9a0fe470-d3ae-4a51-ae3b-217db367b329,8abc701d-83db-485c-bb90-eea9da904eba,12.05,18.08,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7be723eb-cb8c-415c-ad76-3db2879d5fba,6d2f28b0-ffba-42b5-a905-22f9358a8a5b,eae42269-bdb6-44ae-a5b9-41117e26abcd,1090.95,1636.42,5309260,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7c0afd77-f937-4805-b35e-c51ca8cd1c6e,cd61344a-92b2-40dc-bc3a-9dcfcaab94ee,61f2a716-e5ed-41de-ab08-6e01637c5b51,1184.07,1776.10,5728300,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7e42dc3d-4d17-40ca-9bbb-a5f95ef2aa99,c1ba1ff2-3eaf-48f4-82f1-41e3a68d55a1,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,17.03,25.54,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7e6ad0d5-1253-44c7-987d-9a82e085a823,c617e8c8-7afe-4d28-a5ca-1379d9501be5,7d42d186-c243-47ef-bdd3-09e3212b6b17,1136.64,1704.95,5514850,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7e7ef23d-2fe0-42a8-84a8-57dc1286e0ac,c9c7790f-b3dd-432c-aee7-3b3413a0de35,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,1109.83,1664.74,5394220,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
7f3093f3-624a-4500-a118-a58726e90ffb,14a5a813-5a82-42e7-bf9c-6531d9079476,80071d9e-fa85-41ab-9531-f34391e84bec,1174.13,1761.19,5683570,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
805df682-9239-4129-b4f2-5cbb3c77c082,c1ba1ff2-3eaf-48f4-82f1-41e3a68d55a1,18e98815-c7e1-4394-bfd1-3132a227ec0b,23.97,35.96,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
80e418a4-3fe1-4c81-ad45-5efd43e56ad0,d0122a69-7fdb-4d0b-962d-b33cff0c7ea1,61f2a716-e5ed-41de-ab08-6e01637c5b51,1039.94,1559.91,5079730,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
83048360-60dd-4ce0-8d49-ca910db650d3,d2903cf6-dbdf-4a75-8ce7-93e3b0092e49,8abc701d-83db-485c-bb90-eea9da904eba,1135.90,1703.85,5511550,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
83432ffe-c283-4823-9d62-1438b73c2f61,e0228558-58ba-4d45-a257-b7b4d171f06e,61f2a716-e5ed-41de-ab08-6e01637c5b51,1104.37,1656.55,5369650,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8363b1af-3f44-461f-8971-618081532d3f,d4d45641-60ba-468d-ac8f-d7012e5a9cdf,b3c0323f-abba-423d-ad11-b6d9474080db,1122.11,1683.17,5449510,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
839c640c-98f8-4e26-a62e-7b5ef6755acf,c1ba1ff2-3eaf-48f4-82f1-41e3a68d55a1,eae42269-bdb6-44ae-a5b9-41117e26abcd,29.44,44.16,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
844a7f27-0a8d-4557-8fbd-fe56fca02ed4,4fc4a6ab-d018-482d-bfe4-275a66531e86,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,1.77,2.65,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
84b5390a-7cc6-4715-8ffe-e8f0654d06b6,7c69d43b-f991-45bc-8f71-c28076888f37,8abc701d-83db-485c-bb90-eea9da904eba,1127.18,1690.78,5472340,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
85ce5450-e5b2-4612-9dc4-ef15ed66dc31,e0228558-58ba-4d45-a257-b7b4d171f06e,18e98815-c7e1-4394-bfd1-3132a227ec0b,1119.08,1678.62,5435860,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
861347df-7197-4dc1-a918-fb3997a2b4ea,d2903cf6-dbdf-4a75-8ce7-93e3b0092e49,24521324-b93c-4354-911f-b7ef3b2c257c,604.73,907.10,3121300,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
87b27544-e8c2-44db-93ea-fd023222bc0b,6d2f28b0-ffba-42b5-a905-22f9358a8a5b,80071d9e-fa85-41ab-9531-f34391e84bec,1074.21,1611.31,5233930,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8ade1f8d-6f23-4f1e-94f5-8ab97899d582,c1ba1ff2-3eaf-48f4-82f1-41e3a68d55a1,553b1a53-5023-4a15-8d09-4787980a75ca,593.58,890.37,3071110,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8b32d39a-1d5d-446e-ab69-bc9990896130,c1ba1ff2-3eaf-48f4-82f1-41e3a68d55a1,8abc701d-83db-485c-bb90-eea9da904eba,16.02,24.03,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8c748300-febc-4101-b031-dc9872205489,814cde2d-95b2-41fc-8ed0-271ba2170968,553b1a53-5023-4a15-8d09-4787980a75ca,604.81,907.22,3121660,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8d4f28c5-cbed-4281-b71c-c023e3cc5def,9a0fe470-d3ae-4a51-ae3b-217db367b329,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,1112.91,1669.36,5408080,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8d54d0b1-71d4-45cd-a5b0-345db261ca0a,7c69d43b-f991-45bc-8f71-c28076888f37,8a67c9a8-4639-4533-b32c-3528929df464,598.24,897.35,3092050,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8e19bcee-400e-49c4-8a93-a28fbbc6c10e,cd61344a-92b2-40dc-bc3a-9dcfcaab94ee,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,1184.63,1776.95,5730850,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8e37f321-5dd3-43e2-8109-409c41b08241,d2903cf6-dbdf-4a75-8ce7-93e3b0092e49,553b1a53-5023-4a15-8d09-4787980a75ca,600.40,900.60,3101800,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8e8d033b-381d-4ae9-9be0-937f4b61ca1c,2b7bd9fc-f236-48cb-8667-ad62c2eb4a01,5c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c1,1105.06,1657.59,5372770,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
8f6dce72-3f08-4705-926d-5f5c0064957e,43bd4be6-9cce-48a9-a3cc-09f8ee7596c2,b3c0323f-abba-423d-ad11-b6d9474080db,1207.77,1811.65,5834950,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
90ec6b8d-e480-496c-aca1-5865191fede5,288f81f9-3b22-4e9c-be2b-2dc52d0f3b29,6c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c2,1104.24,1656.36,5369080,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
9111ab4a-991a-42d1-bd16-2b107fd1cc9f,2028d662-e7e4-4c3c-94ee-4c0648b71f1c,553b1a53-5023-4a15-8d09-4787980a75ca,735.81,1103.72,3711160,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
91a1799b-1df4-459f-8b2b-c2fbcf7b7432,a2dbd7dc-34da-4bf1-bb57-b7bcd3b014da,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,28.15,42.22,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
925e54d8-cbb9-43f6-a7b5-0b37433dab44,d0122a69-7fdb-4d0b-962d-b33cff0c7ea1,6c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c2,108.73,163.09,852360,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
9274517d-643c-4e72-ae2d-5bc42afd0117,9a0fe470-d3ae-4a51-ae3b-217db367b329,80071d9e-fa85-41ab-9531-f34391e84bec,5.63,8.45,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
92a143d6-fe1b-4947-9f69-e91560e13b74,8f1c804e-0382-4f7f-8229-dda365aba5a2,553b1a53-5023-4a15-8d09-4787980a75ca,631.48,947.22,3241660,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
936baa9b-6bcd-46cb-8c5d-8268953600d3,e0228558-58ba-4d45-a257-b7b4d171f06e,8abc701d-83db-485c-bb90-eea9da904eba,1100.76,1651.15,5353450,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
93f3fbc4-d877-498f-b330-96da2361474e,f462ddec-0f01-46ff-ab43-5b20ef20355b,24521324-b93c-4354-911f-b7ef3b2c257c,552.37,828.56,2885680,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
94735c8c-fbf2-4cf4-848d-463e5b7ae11a,288f81f9-3b22-4e9c-be2b-2dc52d0f3b29,3bc2f4dd-ce0c-4d54-b477-f7e98bf73963,4.90,7.35,350000,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
952ed7be-4174-4459-a7df-b3471594c93c,8f1c804e-0382-4f7f-8229-dda365aba5a2,6c5a67c7-d2f0-4c47-a332-1a8c3e2ce1c2,1142.27,1713.40,5540200,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
957dc5c0-f8f2-4a5b-ac5e-9e8abacdb458,d2903cf6-dbdf-4a75-8ce7-93e3b0092e49,eae42269-bdb6-44ae-a5b9-41117e26abcd,1159.14,1738.71,5616130,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
95efa004-47bd-4eb7-9235-12982842f596,814cde2d-95b2-41fc-8ed0-271ba2170968,b3c0323f-abba-423d-ad11-b6d9474080db,1109.43,1664.14,5392420,2025-07-16 07:49:46.528418+00,2025-07-16 07:49:46.528418+00
